entiteitnummer;haltenummer;omschrijving;omschrijvingLang;gemeentenummer;omschrijvingGemeente;districtCode;geoCoordinaat;halteToegankelijkheden;hoofdHalte;taal;links;latitude;longitude;locatie
2;200007;Hoevestraat;Wondelgem Hoevestraat;-1;Wondelgem;WON;"{""latitude"": 51.092150742261815, ""longitude"": 3.706853573488361}";"MOTORISCH_MET_ASSIST;VISUELE_BEPERKING;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200007""}]";51.092150742261815;3.706853573488361;51.092150742261815,3.706853573488361
2;200011;Kolegemstraat;Wondelgem Kolegemstraat;-1;Wondelgem;WON;"{""latitude"": 51.078670599537396, ""longitude"": 3.7059025158836505}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200011""}]";51.078670599537396;3.7059025158836505;51.078670599537396,3.7059025158836505
2;200017;Nieuwevaartbrug;Gent Nieuwevaartbrug;-1;Gent;GNT;"{""latitude"": 51.063976677936225, ""longitude"": 3.7033286362711246}";"VISUELE_BEPERKING;MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200017""}]";51.063976677936225;3.7033286362711246;51.063976677936225,3.7033286362711246
2;200019;Rabot;Gent Rabot;-1;Gent;GNT;"{""latitude"": 51.05979994673404, ""longitude"": 3.7119324470656854}";"VISUELE_BEPERKING;MOTORISCH_MET_ASSIST";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200019""}]";51.05979994673404;3.7119324470656854;51.05979994673404,3.7119324470656854
2;200021;Rabotstraat;Gent Rabotstraat;-1;Gent;GNT;"{""latitude"": 51.058166220440654, ""longitude"": 3.7139665874223757}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200021""}]";51.058166220440654;3.7139665874223757;51.058166220440654,3.7139665874223757
2;200022;Burgstraat;Gent Burgstraat;-1;Gent;GNT;"{""latitude"": 51.05621177444959, ""longitude"": 3.7149067681009322}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200022""}]";51.05621177444959;3.7149067681009322;51.05621177444959,3.7149067681009322
2;200023;Gravensteen;Gent Gravensteen;-1;Gent;GNT;"{""latitude"": 51.05675882595477, ""longitude"": 3.7211893886723826}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200023""}]";51.05675882595477;3.7211893886723826;51.05675882595477,3.7211893886723826
2;200027;Verlorenkost;Gent Verlorenkost;-1;Gent;GNT;"{""latitude"": 51.04653347391264, ""longitude"": 3.7220009544035153}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200027""}]";51.04653347391264;3.7220009544035153;51.04653347391264,3.7220009544035153
2;200028;Veergrep;Gent Veergrep;-1;Gent;GNT;"{""latitude"": 51.04375184190731, ""longitude"": 3.721283586667354}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200028""}]";51.04375184190731;3.721283586667354;51.04375184190731,3.721283586667354
2;200037;Zwijnaardsesteenweg;Gent Zwijnaardsesteenweg;-1;Gent;GNT;"{""latitude"": 51.032614367863594, ""longitude"": 3.722977122193731}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200037""}]";51.032614367863594;3.722977122193731;51.032614367863594,3.722977122193731
2;200045;Rozebroekstraat;Gent Rozebroekstraat;-1;Gent;GNT;"{""latitude"": 51.0605040313032, ""longitude"": 3.755900752961904}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200045""}]";51.0605040313032;3.755900752961904;51.0605040313032,3.755900752961904
2;200047;Sint-Jacobs perron 7;Gent Sint-Jacobs perron 7;-1;Gent;GNT;"{""latitude"": 51.05584001372854, ""longitude"": 3.7274209015023607}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST;VISUELE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200047""}]";51.05584001372854;3.7274209015023607;51.05584001372854,3.7274209015023607
2;200049;Elshout;Drongen Elshout;-1;Drongen;DRO;"{""latitude"": 51.05227060277693, ""longitude"": 3.639157523444552}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200049""}]";51.05227060277693;3.639157523444552;51.05227060277693,3.639157523444552
2;200053;Schooldreef;Gentbrugge Schooldreef;-1;Gentbrugge;GBR;"{""latitude"": 51.032048569504774, ""longitude"": 3.760250240847772}";"VISUELE_BEPERKING;MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200053""}]";51.032048569504774;3.760250240847772;51.032048569504774,3.760250240847772
2;200060;Stelplaats;Gentbrugge Stelplaats;-1;Gentbrugge;GBR;"{""latitude"": 51.03721674559658, ""longitude"": 3.7497608301345635}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST;VISUELE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200060""}]";51.03721674559658;3.7497608301345635;51.03721674559658,3.7497608301345635
2;200065;Zuid perron 1;Gent Zuid perron 1;-1;Gent;GNT;"{""latitude"": 51.048212891891126, ""longitude"": 3.731618208429027}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200065""}]";51.048212891891126;3.731618208429027;51.048212891891126,3.731618208429027
2;200066;Lippensplein;Gent Lippensplein;-1;Gent;GNT;"{""latitude"": 51.050469074750154, ""longitude"": 3.729933171323186}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST;VISUELE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200066""}]";51.050469074750154;3.729933171323186;51.050469074750154,3.729933171323186
2;200069;Zonnestraat;Gent Zonnestraat;-1;Gent;GNT;"{""latitude"": 51.05048556840285, ""longitude"": 3.721418714385094}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200069""}]";51.05048556840285;3.721418714385094;51.05048556840285,3.721418714385094
2;200070;Oude Houtlei;Gent Oude Houtlei;-1;Gent;GNT;"{""latitude"": 51.050055390823815, ""longitude"": 3.7167611230433013}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST;VISUELE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200070""}]";51.050055390823815;3.7167611230433013;51.050055390823815,3.7167611230433013
2;200073;Bernard Spaelaan;Gent Bernard Spaelaan;-1;Gent;GNT;"{""latitude"": 51.04787662509771, ""longitude"": 3.709689503557151}";VISUELE_BEPERKING;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200073""}]";51.04787662509771;3.709689503557151;51.04787662509771,3.709689503557151
2;200081;Te Lande;De Pinte Te Lande;-1;De Pinte;DPI;"{""latitude"": 51.00845486432592, ""longitude"": 3.658078094012386}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200081""}]";51.00845486432592;3.658078094012386;51.00845486432592,3.658078094012386
2;200092;Moriaanstraat;Ledeberg Moriaanstraat;-1;Ledeberg;LDB;"{""latitude"": 51.032366387487684, ""longitude"": 3.7453769693959886}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200092""}]";51.032366387487684;3.7453769693959886;51.032366387487684,3.7453769693959886
2;200094;Ledebergplein;Ledeberg Ledebergplein;-1;Ledeberg;LDB;"{""latitude"": 51.0366327352488, ""longitude"": 3.741313879948264}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200094""}]";51.0366327352488;3.741313879948264;51.0366327352488,3.741313879948264
2;200101;Langesteenstraat;Gent Langesteenstraat;-1;Gent;GNT;"{""latitude"": 51.05867488198074, ""longitude"": 3.721433920131522}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200101""}]";51.05867488198074;3.721433920131522;51.05867488198074,3.721433920131522
2;200102;Sluizeken;Gent Sluizeken;-1;Gent;GNT;"{""latitude"": 51.059922562639386, ""longitude"": 3.724383709591543}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200102""}]";51.059922562639386;3.724383709591543;51.059922562639386,3.724383709591543
2;200103;Coppinstraat;Gent Coppinstraat;-1;Gent;GNT;"{""latitude"": 51.06208762439259, ""longitude"": 3.7274352144693474}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200103""}]";51.06208762439259;3.7274352144693474;51.06208762439259,3.7274352144693474
2;200106;Muidebrug;Gent Muidebrug;-1;Gent;GNT;"{""latitude"": 51.06973285015144, ""longitude"": 3.7298986798126204}";"VISUELE_BEPERKING;MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200106""}]";51.06973285015144;3.7298986798126204;51.06973285015144,3.7298986798126204
2;200126;Beelbroekstraat;Sint-Amandsberg Beelbroekstraat;-1;Sint-Amandsberg;SAB;"{""latitude"": 51.07383428313664, ""longitude"": 3.780482575985239}";;;;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200126""}]";51.07383428313664;3.780482575985239;51.07383428313664,3.780482575985239
2;200129;Oudebareelstraat;Sint-Amandsberg Oudebareelstraat;-1;Sint-Amandsberg;SAB;"{""latitude"": 51.07327405210698, ""longitude"": 3.7763089254174167}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200129""}]";51.07327405210698;3.7763089254174167;51.07327405210698,3.7763089254174167
2;200131;Hielstraat;Gentbrugge Hielstraat;-1;Gentbrugge;GBR;"{""latitude"": 51.04312756778918, ""longitude"": 3.759322111148208}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200131""}]";51.04312756778918;3.759322111148208;51.04312756778918,3.759322111148208
2;200133;Gentbruggebrug;Sint-Amandsberg Gentbruggebrug;-1;Sint-Amandsberg;SAB;"{""latitude"": 51.04804602401264, ""longitude"": 3.75438091144237}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200133""}]";51.04804602401264;3.75438091144237;51.04804602401264,3.75438091144237
2;200134;Gentbruggestraat;Sint-Amandsberg Gentbruggestraat;-1;Sint-Amandsberg;SAB;"{""latitude"": 51.05053623711024, ""longitude"": 3.752693904840482}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200134""}]";51.05053623711024;3.752693904840482;51.05053623711024,3.752693904840482
2;200140;Steendam;Gent Steendam;-1;Gent;GNT;"{""latitude"": 51.05709595003453, ""longitude"": 3.7319253007297224}";MOTORISCH_MET_ASSIST;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200140""}]";51.05709595003453;3.7319253007297224;51.05709595003453,3.7319253007297224
2;200145;Poel;Gent Poel;-1;Gent;GNT;"{""latitude"": 51.054591949721036, ""longitude"": 3.7162130434280978}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200145""}]";51.054591949721036;3.7162130434280978;51.054591949721036,3.7162130434280978
2;200147;Brugsepoort;Gent Brugsepoort;-1;Gent;GNT;"{""latitude"": 51.056545130383135, ""longitude"": 3.710195138981193}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200147""}]";51.056545130383135;3.710195138981193;51.056545130383135,3.710195138981193
2;200148;Seghersplein;Gent Seghersplein;-1;Gent;GNT;"{""latitude"": 51.05935929654729, ""longitude"": 3.703879223242217}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING;VISUELE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200148""}]";51.05935929654729;3.703879223242217;51.05935929654729,3.703879223242217
2;200151;Malpertuusplein;Gent Malpertuusplein;-1;Gent;GNT;"{""latitude"": 51.06545471265204, ""longitude"": 3.6897974425953004}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200151""}]";51.06545471265204;3.6897974425953004;51.06545471265204,3.6897974425953004
2;200156;Post;Mariakerke Post;-1;Mariakerke;MAR;"{""latitude"": 51.07556812594032, ""longitude"": 3.679034348169503}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200156""}]";51.07556812594032;3.679034348169503;51.07556812594032,3.679034348169503
2;200159;Hogeschool Gent;Gent Hogeschool Gent;-1;Gent;GNT;"{""latitude"": 51.031481456559376, ""longitude"": 3.706726721472047}";VISUELE_BEPERKING;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200159""}]";51.031481456559376;3.706726721472047;51.031481456559376,3.706726721472047
2;200171;Weversstraat;Gent Weversstraat;-1;Gent;GNT;"{""latitude"": 51.05884751133954, ""longitude"": 3.703986337695109}";MOTORISCH_MET_ASSIST;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200171""}]";51.05884751133954;3.703986337695109;51.05884751133954,3.703986337695109
2;200173;Malemstraat;Gent Malemstraat;-1;Gent;GNT;"{""latitude"": 51.05584869922444, ""longitude"": 3.6935453135523932}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200173""}]";51.05584869922444;3.6935453135523932;51.05584869922444,3.6935453135523932
2;200174;Brughuis;Drongen Brughuis;-1;Drongen;DRO;"{""latitude"": 51.05534375205165, ""longitude"": 3.690143679134023}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200174""}]";51.05534375205165;3.690143679134023;51.05534375205165,3.690143679134023
2;200175;Halfweg;Drongen Halfweg;-1;Drongen;DRO;"{""latitude"": 51.0543205105066, ""longitude"": 3.6826419376059936}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200175""}]";51.0543205105066;3.6826419376059936;51.0543205105066,3.6826419376059936
2;200187;Rozenlaan;Drongen Rozenlaan;-1;Drongen;DRO;"{""latitude"": 51.05531789334056, ""longitude"": 3.6464414011403368}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200187""}]";51.05531789334056;3.6464414011403368;51.05531789334056,3.6464414011403368
2;200188;Kerkhof;Drongen Kerkhof;-1;Drongen;DRO;"{""latitude"": 51.06319264874425, ""longitude"": 3.6568052340214945}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200188""}]";51.06319264874425;3.6568052340214945;51.06319264874425,3.6568052340214945
2;200190;Heiebree;Drongen Heiebree;-1;Drongen;DRO;"{""latitude"": 51.06617209213773, ""longitude"": 3.6412521304274215}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200190""}]";51.06617209213773;3.6412521304274215;51.06617209213773,3.6412521304274215
2;200192;Catriestraat;Drongen Catriestraat;-1;Drongen;DRO;"{""latitude"": 51.063739711070525, ""longitude"": 3.6317175015966523}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200192""}]";51.063739711070525;3.6317175015966523;51.063739711070525,3.6317175015966523
2;200193;Oude Wee;Drongen Oude Wee;-1;Drongen;DRO;"{""latitude"": 51.04737759825, ""longitude"": 3.644538779744831}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200193""}]";51.04737759825;3.644538779744831;51.04737759825,3.644538779744831
2;200203;Goedlevenstraat;Oostakker Goedlevenstraat;-1;Oostakker;OAK;"{""latitude"": 51.07750517625588, ""longitude"": 3.76688009719247}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200203""}]";51.07750517625588;3.76688009719247;51.07750517625588,3.76688009719247
2;200213;Gevaertstraat;Sint-Amandsberg Gevaertstraat;-1;Sint-Amandsberg;SAB;"{""latitude"": 51.072399754124966, ""longitude"": 3.759954236225252}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200213""}]";51.072399754124966;3.759954236225252;51.072399754124966,3.759954236225252
2;200216;Zavelput;Sint-Amandsberg Zavelput;-1;Sint-Amandsberg;SAB;"{""latitude"": 51.066709531163966, ""longitude"": 3.758202075713484}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200216""}]";51.066709531163966;3.758202075713484;51.066709531163966,3.758202075713484
2;200218;Grondwetlaan;Sint-Amandsberg Grondwetlaan;-1;Sint-Amandsberg;SAB;"{""latitude"": 51.06482034068582, ""longitude"": 3.7527342852115666}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200218""}]";51.06482034068582;3.7527342852115666;51.06482034068582,3.7527342852115666
2;200228;Reep;Gent Reep;-1;Gent;GNT;"{""latitude"": 51.05304884468366, ""longitude"": 3.7315667027121173}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200228""}]";51.05304884468366;3.7315667027121173;51.05304884468366,3.7315667027121173
2;200229;Nieuwe Wandeling;Gent Nieuwe Wandeling;-1;Gent;GNT;"{""latitude"": 51.05427080197603, ""longitude"": 3.7037802896741536}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST;VISUELE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200229""}]";51.05427080197603;3.7037802896741536;51.05427080197603,3.7037802896741536
2;200232;Beneluxplein;Gent Beneluxplein;-1;Gent;GNT;"{""latitude"": 51.04909608909513, ""longitude"": 3.7027413549740076}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200232""}]";51.04909608909513;3.7027413549740076;51.04909608909513,3.7027413549740076
2;200233;Andrieslaan;Gent Andrieslaan;-1;Gent;GNT;"{""latitude"": 51.047643732556395, ""longitude"": 3.7050294783354505}";MOTORISCH_MET_ASSIST;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200233""}]";51.047643732556395;3.7050294783354505;51.047643732556395,3.7050294783354505
2;200236;Europabrug;Gent Europabrug;-1;Gent;GNT;"{""latitude"": 51.04462774505349, ""longitude"": 3.7010366357159277}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200236""}]";51.04462774505349;3.7010366357159277;51.04462774505349,3.7010366357159277
2;200237;Nekkersberglaan;Gent Nekkersberglaan;-1;Gent;GNT;"{""latitude"": 51.04506421704947, ""longitude"": 3.6971659316181285}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200237""}]";51.04506421704947;3.6971659316181285;51.04506421704947,3.6971659316181285
2;200238;Belvedereweg;Gent Belvedereweg;-1;Gent;GNT;"{""latitude"": 51.04627356717099, ""longitude"": 3.694852662391729}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200238""}]";51.04627356717099;3.694852662391729;51.04627356717099,3.694852662391729
2;200242;Achtenkouterstraat;Sint-Amandsberg Achtenkouterstraat;-1;Sint-Amandsberg;SAB;"{""latitude"": 51.07704711917997, ""longitude"": 3.7812270496015876}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200242""}]";51.07704711917997;3.7812270496015876;51.07704711917997,3.7812270496015876
2;200246;Leithstraat;Gent Leithstraat;-1;Gent;GNT;"{""latitude"": 51.08057660346432, ""longitude"": 3.7287517592983526}";MOTORISCH_MET_ASSIST;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200246""}]";51.08057660346432;3.7287517592983526;51.08057660346432,3.7287517592983526
2;200249;Neermeerskaai;Gent Neermeerskaai;-1;Gent;GNT;"{""latitude"": 51.04357236496313, ""longitude"": 3.7067697852516956}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200249""}]";51.04357236496313;3.7067697852516956;51.04357236496313,3.7067697852516956
2;200264;Scheeplosserstraat;Gent Scheeplosserstraat;-1;Gent;GNT;"{""latitude"": 51.074190800254684, ""longitude"": 3.746589551533374}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200264""}]";51.074190800254684;3.746589551533374;51.074190800254684,3.746589551533374
2;200271;Muinklaan;Gent Muinklaan;-1;Gent;GNT;"{""latitude"": 51.042537079846035, ""longitude"": 3.7326222331797987}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST;VISUELE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200271""}]";51.042537079846035;3.7326222331797987;51.042537079846035,3.7326222331797987
2;200272;Leeuwstraat;Gent Leeuwstraat;-1;Gent;GNT;"{""latitude"": 51.03988327468977, ""longitude"": 3.7322590206132333}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200272""}]";51.03988327468977;3.7322590206132333;51.03988327468977,3.7322590206132333
2;200290;Remi Vlerickstraat;Zwijnaarde Remi Vlerickstraat;-1;Zwijnaarde;ZWN;"{""latitude"": 51.000017743026426, ""longitude"": 3.711402020090216}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200290""}]";51.000017743026426;3.711402020090216;51.000017743026426,3.711402020090216
2;200296;Remi Vlerickstraat;Zwijnaarde Remi Vlerickstraat;-1;Zwijnaarde;ZWN;"{""latitude"": 50.999481519589494, ""longitude"": 3.7103553171610635}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200296""}]";50.999481519589494;3.7103553171610635;50.999481519589494,3.7103553171610635
2;200300;Schuurstraat;Sint-Amandsberg Schuurstraat;-1;Sint-Amandsberg;SAB;"{""latitude"": 51.07016399777005, ""longitude"": 3.7763482661579997}";;;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200300""}]";51.07016399777005;3.7763482661579997;51.07016399777005,3.7763482661579997
2;200301;Vinkenlaan;Sint-Amandsberg Vinkenlaan;-1;Sint-Amandsberg;SAB;"{""latitude"": 51.06705669353108, ""longitude"": 3.773363033239388}";"MOTORISCH_MET_ASSIST;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200301""}]";51.06705669353108;3.773363033239388;51.06705669353108,3.773363033239388
2;200311;Sterre;Gent Sterre;-1;Gent;GNT;"{""latitude"": 51.025752564455594, ""longitude"": 3.709458912756325}";"MOTORISCH_MET_ASSIST;VISUELE_BEPERKING;MOTORISCHE_BEPERKING";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200311""}]";51.025752564455594;3.709458912756325;51.025752564455594,3.709458912756325
2;200316;E40 Autoweg;Sint-Denijs-Westrem E40 Autoweg;-1;Sint-Denijs-Westrem;SDW;"{""latitude"": 51.019904494640805, ""longitude"": 3.681834425059997}";"MOTORISCHE_BEPERKING;MOTORISCH_MET_ASSIST";;N;"[{""rel"": ""detail"", ""url"": ""https://intra-azure.apps.addelijn.be/delijn-opendata-core/api/v1/haltes/2/200316""}]";51.019904494640805;3.681834425059997;51.019904494640805,3.681834425059997
